date,open,close,high,low,volume,amount,up,down
2020-08-07,3370.59,3354.04,3374.13,3307.71,403929600,561435639808,418,1271
2020-08-10,3341.53,3379.25,3399.93,3335.04,381379600,527083929600,1145,528
2020-08-11,3379.49,3340.29,3409.06,3336.09,400452700,514020769792,286,1414
2020-08-12,3327.49,3319.27,3335.73,3263.27,378328900,480731234304,617,1026
2020-08-13,3328.18,3320.73,3338.15,3309.46,324291200,387162275840,1026,623
2020-08-14,3315.67,3360.1,3362.03,3302.74,305998300,367467429888,1173,471
2020-08-17,3373.9,3438.8,3450.9,3369.37,434598200,537425084416,1507,182
2020-08-18,3441.93,3451.09,3456.72,3432.64,380729200,493052166144,954,687
2020-08-19,3444.56,3408.13,3454.46,3406.16,405722200,498262147072,437,1266
2020-08-20,3385.96,3363.9,3394.56,3352.78,335601000,401815535616,413,1277
2020-08-21,3380.23,3380.68,3393.92,3358,287488300,361281748992,1065,573
2020-08-24,3391.11,3385.64,3396.57,3368.03,266227800,345683394560,844,823
2020-08-25,3392.88,3373.58,3408.87,3364.16,277113400,355997777920,543,1135
2020-08-26,3371.81,3329.74,3382.6,3320.14,294451000,381928898560,286,1431
2020-08-27,3333.49,3350.11,3351.83,3312.99,237099300,317153378304,1203,467
2020-08-28,3346.29,3403.81,3405.88,3339.65,271325500,379367030784,1264,432
2020-08-31,3416.55,3395.68,3442.74,3395.47,323473900,436930117632,774,908
2020-09-01,3389.74,3410.61,3410.61,3381.71,246999200,326850969600,885,770
2020-09-02,3420.47,3404.8,3421.4,3377.21,261546300,345638993920,667,1012
2020-09-03,3404.03,3384.98,3425.63,3374.26,255346200,350706565120,499,1195
2020-09-04,3336.41,3355.37,3360.11,3328.55,221636500,308179664896,701,989
2020-09-07,3349.92,3292.59,3368.24,3285.63,260616500,357726453760,340,1358
2020-09-08,3301.22,3316.42,3324.39,3276.44,271066200,320229900288,1102,620
2020-09-09,3281,3254.63,3289.61,3238.56,351509700,341054521344,315,1398
2020-09-10,3282.23,3234.82,3285.47,3227.64,312472800,309676736512,261,1483
2020-09-11,3225.78,3260.35,3262.5,3220.54,221698800,254844993536,1262,434
2020-09-14,3275.92,3278.81,3283.53,3261.15,213924100,269219921920,1063,605
2020-09-15,3277.13,3295.68,3297.69,3263.75,197684400,251763867648,864,790
2020-09-16,3293.17,3283.92,3302.46,3271.08,200443300,242270896128,552,1120
2020-09-17,3277.32,3270.44,3290.41,3248.5,202931900,279311056896,888,789
2020-09-18,3270.91,3338.09,3338.32,3268.53,256260700,337025892352,1473,259
2020-09-21,3348.9,3316.94,3350.59,3313.07,216503100,287691309056,612,1072
2020-09-22,3290.67,3274.3,3320.23,3265.7,214015000,269113294848,231,1507
2020-09-23,3278.84,3279.71,3289.76,3264.89,169178000,240742432768,990,637
2020-09-24,3262.88,3223.18,3265.35,3221.24,206736000,258259927040,134,1623
2020-09-25,3234.37,3219.42,3239.47,3208.04,164822400,220674473984,593,1087
2020-09-28,3224.98,3217.53,3238.18,3210.89,155982700,209672388608,388,1315
2020-09-29,3231.86,3224.36,3242.79,3219.79,151349800,207307816960,1118,552
2020-09-30,3232.71,3218.05,3244.91,3202.34,153504400,205762854912,623,1068
2020-10-09,3262.61,3272.08,3280.51,3260.19,188325600,264171044864,1649,112
2020-10-12,3287.33,3358.47,3359.15,3286.11,259622400,355700113408,1685,77
2020-10-13,3353.12,3359.75,3361.83,3334.5,204926100,288505823232,659,1056
2020-10-14,3353.62,3340.78,3353.62,3332.96,198659300,281159991296,453,1278
2020-10-15,3342.92,3332.18,3354.58,3330,191031200,263848673280,500,1208
2020-10-16,3334.46,3336.36,3348.95,3319.11,194295400,253448028160,857,833
2020-10-19,3351.1,3312.67,3371.09,3307.84,212303500,283882782720,505,1190
2020-10-20,3307.15,3328.1,3328.1,3293.77,165084700,227823370240,1154,516
2020-10-21,3332.15,3325.02,3332.15,3304.17,177632100,246848143360,414,1330
2020-10-22,3315.82,3312.5,3320.88,3281.37,165949900,236428247040,547,1135
2020-10-23,3308.16,3278,3326.05,3276.62,174208900,249912885248,335,1387
2020-10-26,3258.7,3251.12,3264.45,3226.6,167731700,235462475776,698,1017
2020-10-27,3240.74,3254.32,3258.34,3235.54,149115500,217487425536,804,904
2020-10-28,3256.22,3269.24,3275.87,3238.38,173181900,256213450752,818,884
2020-10-29,3235.76,3272.73,3289.77,3231.12,184703500,278605660160,625,1088
2020-10-30,3278.63,3224.53,3279.86,3219.42,230188800,328917254144,270,1493
2020-11-02,3228.72,3225.12,3242.8,3209.91,226779100,325321883648,727,1017
2020-11-03,3239.81,3271.07,3278.38,3237.85,215297800,303730163712,1528,231
2020-11-04,3273.43,3277.44,3286.62,3254.11,188514100,270723842048,660,1034
2020-11-05,3305.58,3320.13,3320.41,3291.6,226801400,316292694016,1560,194
2020-11-06,3326.46,3312.16,3326.46,3292.15,234864100,325485068288,591,1123
2020-11-09,3329.43,3373.73,3380.82,3329.43,310219700,429948928000,1564,194
2020-11-10,3387.62,3360.15,3387.62,3346.17,278701100,390008406016,500,1253
2020-11-11,3354.02,3342.2,3365.84,3339.04,271204600,355802054656,607,1130
2020-11-12,3344.46,3338.68,3350.29,3329.49,216501300,286927421440,860,853
2020-11-13,3327.23,3310.1,3327.23,3291.64,227898300,301527957504,756,960
2020-11-16,3325.62,3346.97,3346.97,3313.65,279593700,333750599680,1363,413
2020-11-17,3347.15,3339.9,3347.7,3323.95,283632400,353623375872,657,1072
2020-11-18,3337.33,3347.3,3358.89,3333.99,287531200,358745374720,1047,654
2020-11-19,3339.09,3363.09,3367.33,3330.45,253263000,319520178176,869,829
2020-11-20,3359.6,3377.73,3380.15,3356.31,261271200,312659804160,1028,660
2020-11-23,3384.1,3414.49,3431.65,3377.99,373872000,431504359424,998,734
2020-11-24,3407.41,3402.82,3413.93,3396.24,300994100,359505788928,667,1061
2020-11-25,3417.52,3362.33,3423.49,3362.33,322110200,383477776384,325,1434
2020-11-26,3360.06,3369.73,3371.45,3344.28,255886800,317308633088,720,1002
2020-11-27,3373.84,3408.31,3408.31,3364.49,280649900,326069551104,926,790
2020-11-30,3418.16,3391.76,3456.74,3391.76,384989900,454500581376,654,1047
2020-12-01,3388.99,3451.94,3457.64,3386.91,316189000,385250754560,1394,317
2020-12-02,3453.52,3449.38,3465.73,3435.87,312811100,383340838912,906,807
2020-12-03,3448.54,3442.14,3452.16,3428.8,298459900,352422297600,731,1012
2020-12-04,3436.73,3444.58,3448.4,3417.05,256276700,329393209344,815,912
2020-12-07,3446.65,3416.6,3449.58,3414.31,254522500,336836788224,554,1210
2020-12-08,3417.69,3410.18,3428.66,3403.03,226907300,304635019264,616,1117
2020-12-09,3416.08,3371.96,3422.54,3371.92,260747400,339317817344,275,1500
2020-12-10,3365.73,3373.28,3384.89,3357.75,247308300,321616347136,794,925
2020-12-11,3381.01,3347.19,3383.18,3325.17,298617100,379848818688,363,1415
2020-12-14,3349.53,3369.12,3371.13,3338.63,239807900,316229124096,1040,709
2020-12-15,3366.58,3367.23,3373.56,3348.42,225667400,315289731072,780,959
2020-12-16,3371.26,3366.98,3378.66,3359.17,220813900,308823392256,507,1252
2020-12-17,3367.28,3404.87,3406.15,3354.01,275463600,364740476928,1239,521
2020-12-18,3400.49,3394.9,3413.81,3382.75,280992600,354027372544,679,1076
2020-12-21,3394.39,3420.57,3423.61,3381.12,283759800,383898943488,1145,583
2020-12-22,3410.97,3356.78,3415.75,3353.86,323037600,432199565312,278,1513
2020-12-23,3362.47,3382.32,3394.21,3360.2,299523500,413254778880,950,780
2020-12-24,3382.19,3363.11,3394.07,3354.02,275044400,363321131008,376,1412
2020-12-25,3351.79,3396.56,3397.01,3348.35,294546800,359094452224,1193,543
2020-12-28,3396.36,3397.29,3412.52,3383.65,316181500,398159970304,510,1264
2020-12-29,3399.29,3379.04,3407.09,3376.09,311769100,382102568960,868,871
2020-12-30,3375.01,3414.45,3414.45,3374.42,291023500,377542344704,947,763
2020-12-31,3419.73,3473.07,3474.92,3419.73,335673900,450482307072,1335,392
2021-01-04,3474.68,3502.96,3511.66,3457.21,380790700,523367710720,1198,552
2021-01-05,3492.19,3528.68,3528.68,3484.72,407995900,568019451904,751,1025
2021-01-06,3530.91,3550.88,3556.8,3513.13,370230900,521799532544,514,1274
2021-01-07,3552.91,3576.2,3576.2,3526.62,405348200,545709621248,372,1435
2021-01-08,3577.69,3570.11,3588.06,3544.89,345557900,502170812416,864,898
2021-01-11,3571.32,3531.5,3597.7,3516.99,362479100,526895939584,334,1479
2021-01-12,3518.01,3608.34,3608.34,3517.47,323406100,485771182080,1128,576
2021-01-13,3613.28,3598.65,3622.35,3575.59,388127700,554853466112,520,1283
2021-01-14,3584.93,3565.9,3599.06,3559.6,347666800,511325110272,1131,649
2021-01-15,3566.28,3566.38,3589.27,3533.79,324612700,480343785472,1252,513
2021-01-18,3554.8,3596.22,3608.77,3544.26,301652500,451740696576,1231,487
2021-01-19,3596.36,3566.38,3603.15,3553.02,323439500,467402588160,1038,741
2021-01-20,3564.12,3583.09,3589.96,3556.44,272271600,397144752128,768,995
2021-01-21,3590.92,3621.26,3636.24,3585.8,327467000,469855240192,947,773
2021-01-22,3616.54,3606.75,3616.54,3585.03,324463000,485452185600,497,1312
2021-01-25,3605.36,3624.24,3637.1,3591.02,327341000,527257337856,470,1338
2021-01-26,3610.97,3569.43,3610.97,3564.74,278139800,436326662144,650,1106
2021-01-27,3567.55,3573.34,3578.8,3546.49,264107100,396270403584,891,873
2021-01-28,3534.67,3505.18,3549.54,3496.88,270862400,391574388736,439,1342
2021-01-29,3521.72,3483.07,3531.6,3446.55,293662600,416528629760,467,1341
2021-02-01,3477.17,3505.28,3506.39,3469.88,277567900,371473055744,1055,741
2021-02-02,3510.81,3533.68,3535.5,3495.57,264540600,384127860736,911,856
2021-02-03,3531.15,3517.31,3544.01,3508.51,297351700,413731487744,433,1372
2021-02-04,3503.78,3501.86,3524.72,3465.77,298834800,418742566912,393,1426
2021-02-05,3509.49,3496.33,3536.54,3492.96,290146100,397391921152,618,1165
2021-02-08,3504.56,3532.45,3542.21,3492.13,249799600,359187316736,957,810
2021-02-09,3539.77,3603.49,3604.01,3528.68,253821700,371567984640,1486,303
2021-02-10,3612.61,3655.09,3662.77,3612.5,257940800,392643379200,1136,637
2021-02-18,3721.09,3675.36,3731.69,3663.66,340309000,483546562560,1567,257
2021-02-19,3661.78,3696.17,3699.65,3634.02,361059800,484990189568,1598,245
2021-02-22,3707.19,3642.44,3717.27,3642.44,488821400,599323115520,1150,663
2021-02-23,3617.7,3636.36,3672.15,3617.7,398873100,479631802368,620,1186
2021-02-24,3638.94,3564.08,3645.65,3531.59,362158900,484430413824,782,989
2021-02-25,3595.54,3585.05,3608.56,3568.47,366232300,444735029248,690,1102
2021-02-26,3514.56,3509.08,3550.41,3500.7,333280000,424485912576,699,1099
2021-03-01,3531.48,3551.4,3552.57,3511.99,315487500,402477056000,1544,260
2021-03-02,3566.85,3508.59,3566.85,3485.36,339830500,427680464896,547,1266
2021-03-03,3500.16,3576.9,3577.62,3498.72,347656800,415490342912,1455,343
2021-03-04,3546.64,3503.49,3552.2,3487.38,393616100,462233731072,586,1199
2021-03-05,3463.31,3501.99,3523.57,3456.67,356409200,408849907712,1215,595
2021-03-08,3524.98,3421.41,3542.3,3421.22,387047900,453859213312,468,1342
2021-03-09,3415.34,3359.29,3429.15,3328.31,407652500,456196194304,304,1525
2021-03-10,3389.84,3357.74,3397.03,3354.82,299749100,339571703808,515,1306
2021-03-11,3369.9,3436.83,3436.83,3369.9,322112000,369805361152,1639,193
2021-03-12,3447.2,3453.08,3454.51,3417.24,358027000,381964288000,940,857
2021-03-15,3441.88,3419.95,3457.49,3392.51,367813200,381646503936,855,948
2021-03-16,3424.65,3446.73,3448.88,3406.17,316668700,332388499456,1318,469
2021-03-17,3435.73,3445.55,3454.06,3410.28,280059800,306630459392,985,811
2021-03-18,3449.64,3463.07,3478.14,3449.38,284403900,316529180672,837,950
2021-03-19,3423.87,3404.66,3439.52,3389.29,309161700,339992281088,762,1030
2021-03-22,3406.12,3443.44,3443.66,3404.23,312559000,332535037952,1530,296
2021-03-23,3445.34,3411.51,3445.42,3390.05,326389400,343477157888,516,1317
2021-03-24,3394.13,3367.06,3415.3,3362.18,317398700,344800034816,592,1220
2021-03-25,3355.07,3363.59,3382.23,3344.97,270676100,290223456256,702,1104
2021-03-26,3373.32,3418.33,3423.22,3373.32,274614900,322408611840,1419,370
2021-03-29,3429.63,3435.3,3449.83,3409.89,284824200,327944110080,881,941
2021-03-30,3432.53,3456.68,3457.63,3423.32,285423000,331625660416,629,1208
2021-03-31,3452.21,3441.91,3452.21,3420.83,283049200,314174111744,982,827
2021-04-01,3444.81,3466.33,3470.03,3438.83,275244300,292651925504,989,838
2021-04-02,3472.63,3484.39,3487.59,3462.83,262654800,317953212416,950,857
2021-04-06,3491.63,3482.97,3493.28,3471.76,234746600,286329667584,1182,626
2021-04-07,3483.42,3479.63,3483.42,3453.19,295786900,323650977792,1166,657
2021-04-08,3467.49,3482.55,3495.91,3459.32,331755300,348011331584,604,1247
2021-04-09,3475.44,3450.68,3475.45,3442.14,280085100,306422218752,805,986
2021-04-12,3445.97,3412.95,3456.16,3403.9,309577200,338890326016,551,1280
2021-04-13,3411.29,3396.47,3425.39,3387.9,270626000,290539864064,509,1344
2021-04-14,3397.02,3416.72,3420.03,3392.98,233242300,269010075648,1400,428
2021-04-15,3409.61,3398.99,3409.61,3373.09,234005000,272569204736,822,997
2021-04-16,3407.19,3426.62,3432.63,3394.13,258579600,295951106048,1518,350
2021-04-19,3427.55,3477.55,3479.01,3414.36,302735800,368472457216,1352,476
2021-04-20,3467.15,3472.94,3494.3,3463.46,285300100,358982778880,622,1216
2021-04-21,3456.3,3472.93,3481.25,3450.11,253777800,323914137600,680,1147
2021-04-22,3482.83,3465.11,3485.36,3456.32,251114500,317081026560,903,902
2021-04-23,3462.09,3474.17,3482.36,3456.33,249360400,323015933952,540,1321
2021-04-26,3484.11,3441.17,3497.12,3438.57,276970700,388161667072,724,1119
2021-04-27,3440.09,3442.61,3443.85,3417.26,253032400,327046004736,657,1201
2021-04-28,3432.16,3457.07,3457.07,3423.33,247381100,349669195776,1064,764
2021-04-29,3458.08,3474.9,3478.23,3447.59,276631400,371611598848,882,947
2021-04-30,3468.3,3446.86,3469.09,3426.9,312660300,401442340864,648,1191
2021-05-06,3446.07,3441.28,3471.24,3426.85,310424200,400525164544,1085,761
2021-05-07,3446.41,3418.87,3457.89,3416.78,353785300,411078852608,827,1026
2021-05-10,3423.59,3427.99,3429.74,3401.93,374170800,399717564416,960,882
2021-05-11,3406.6,3441.85,3448.1,3384.7,350934100,390326288384,1131,714
2021-05-12,3429.75,3462.75,3466.37,3428.39,311444500,343860412416,1263,574
2021-05-13,3432.14,3429.54,3448.02,3418.38,319325300,356376903680,606,1257
2021-05-14,3436.09,3490.38,3490.64,3422.57,336982300,411116929024,1413,428
2021-05-17,3490.41,3517.62,3530.51,3490.14,322135900,424476770304,648,1224
2021-05-18,3520.65,3529.01,3529.01,3510.86,271308500,336028762112,1120,701
2021-05-19,3521.11,3510.96,3521.11,3503.82,278321100,349973151744,670,1186
2021-05-20,3500.88,3506.94,3517.74,3486.07,326009300,390355320832,687,1186
2021-05-21,3510.84,3486.56,3518.38,3479.67,283826200,356025925632,891,972
2021-05-24,3486.27,3497.28,3498.3,3469.87,289509200,367181627392,1127,722
2021-05-25,3502.54,3581.34,3584.58,3502.44,341241100,472213520384,1341,516
2021-05-26,3586.84,3593.36,3603.49,3585.37,341980300,455831257088,1125,719
2021-05-27,3585.73,3608.85,3626.36,3579.26,309551500,429004226560,1162,678
2021-05-28,3610.77,3600.78,3622.18,3582.36,349208800,452445044736,624,1244
2021-05-31,3600.07,3615.48,3615.66,3580.65,331523700,449694367744,1249,628
2021-06-01,3608.6,3624.71,3626.07,3581.91,352811400,471663116288,1193,650
2021-06-02,3626.33,3597.14,3629.29,3584.6,348558400,454678052864,694,1186
2021-06-03,3595.42,3584.21,3618.51,3584.21,354233000,443506524160,855,1005
2021-06-04,3565.47,3591.84,3618.8,3561.89,330893000,435280510976,768,1109
2021-06-07,3597.14,3599.54,3600.38,3581.9,303718700,432219947008,1084,782
2021-06-08,3598.75,3580.11,3621.52,3563.25,304491400,443161804800,852,1022
2021-06-09,3576.8,3591.4,3598.71,3572.64,298323300,403236323328,921,938
2021-06-10,3587.53,3610.86,3624.34,3584.13,318174800,442117292032,926,935
2021-06-11,3614.11,3589.75,3614.4,3587.15,360554900,495372697600,639,1242
2021-06-15,3587.47,3556.56,3592.95,3547.19,349168500,444719202304,514,1408
2021-06-16,3556.71,3518.33,3561.09,3513.56,312597300,410609319936,562,1311
2021-06-17,3508.32,3525.6,3534.2,3507.35,277229900,388761026560,1021,840
2021-06-18,3520.5,3525.1,3535.62,3503.18,296708500,446297407488,1135,712
2021-06-21,3515.5,3529.18,3540.3,3504.01,280898200,426562781184,1194,673
2021-06-22,3539.79,3557.41,3560.19,3536.81,307536300,437092253696,1168,720
2021-06-23,3559.4,3566.22,3577.47,3549.85,310709500,470347644928,904,954
2021-06-24,3568.58,3566.65,3570.49,3548.82,335440700,461273595904,707,1169
2021-06-25,3567.38,3607.56,3614.3,3564.52,346087800,483898982400,1037,834
2021-06-28,3612.25,3606.37,3614.36,3594.22,321274900,456029601792,987,931
2021-06-29,3601.68,3573.18,3601.83,3570.53,306071100,440898715648,518,1398
2021-06-30,3572.62,3591.2,3594.12,3569.5,268162800,414698373120,1085,780
2021-07-01,3600.55,3588.78,3607.7,3573.94,291883200,450639036416,546,1363
2021-07-02,3569.89,3518.76,3569.89,3514.34,291945500,452263182336,613,1275
2021-07-05,3516.92,3534.32,3534.32,3510.58,288094800,445431939072,1311,597
2021-07-06,3533.13,3530.26,3538.35,3496.93,314070200,492886917120,1014,867
2021-07-07,3508.59,3553.72,3557.88,3504.47,318839200,457607643136,1052,827
2021-07-08,3557.22,3525.5,3558.68,3521.06,350877800,526858682368,585,1340
2021-07-09,3512.23,3524.09,3529.31,3485.05,349884300,493020839936,1160,726
2021-07-12,3545.2,3547.84,3565.03,3527.39,403639500,564759298048,1247,628
2021-07-13,3547.59,3566.52,3567.48,3542.82,362416700,511917228032,1106,782
2021-07-14,3560.83,3528.5,3560.83,3525.49,372221700,507716403200,549,1379
2021-07-15,3519.06,3564.59,3565.93,3514.26,363259100,507481849856,706,1216
2021-07-16,3559.53,3539.3,3566,3537.73,366014700,518640631808,811,1040
2021-07-19,3530.49,3539.12,3544.88,3506.34,336760900,486952468480,728,1194
2021-07-20,3515.07,3536.79,3538.64,3509.19,293780600,422649888768,936,955
2021-07-21,3543.05,3562.66,3569.09,3543.05,338978700,517239996416,1243,651
2021-07-22,3563.66,3574.73,3576.47,3558.29,381067000,566769483776,1045,865
2021-07-23,3571.72,3550.4,3571.85,3541.51,446421200,604195127296,580,1356
2021-07-26,3538.01,3467.44,3538.01,3424.74,442882200,639061196800,462,1495
2021-07-27,3467.45,3381.18,3483.87,3380.28,469075400,702741086208,439,1514
2021-07-28,3355.82,3361.59,3385.54,3312.72,395825400,564697694208,423,1536
2021-07-29,3403.84,3411.72,3416.61,3382.57,344569400,539748859904,1570,349
2021-07-30,3398.2,3397.36,3404.88,3370.45,381440900,568820957184,1077,852
2021-08-02,3385.69,3464.29,3464.29,3367.64,432927800,657885757440,1565,384
2021-08-03,3446.78,3447.99,3470.66,3435.46,400698000,603419181056,895,1015
2021-08-04,3442.94,3477.22,3477.6,3440.78,348744200,546820751360,1137,777
2021-08-05,3461.72,3466.55,3486.16,3449.39,348436900,540401106944,621,1310
2021-08-06,3465.48,3458.23,3466.39,3436.93,336824300,516406640640,793,1118
2021-08-09,3441.75,3494.63,3502.84,3438.7,349910000,539498938368,1446,501
2021-08-10,3488.66,3529.93,3529.93,3477.06,345113000,553440313344,1332,574
2021-08-11,3527.11,3532.62,3544.09,3524.04,383783500,541942743040,1021,896
2021-08-12,3522.72,3524.74,3538.4,3513.45,381074600,538163445760,949,963
2021-08-13,3514.47,3516.3,3540.08,3500.8,378187300,532907851776,848,1067
2021-08-16,3514.34,3517.34,3537.85,3510.9,391099700,535458938880,1083,854
2021-08-17,3512.11,3446.98,3531.73,3438.12,422885800,570430652416,276,1711
2021-08-18,3442.35,3485.29,3487.44,3437.69,389203700,535463067648,1335,612
2021-08-19,3475.3,3465.55,3480.46,3446.01,382383000,537926533120,792,1142
2021-08-20,3442.51,3427.33,3453.15,3394.97,391136900,552667578368,650,1306
2021-08-23,3436.8,3477.13,3481.25,3436.67,384727400,564308148224,1573,368
2021-08-24,3482.27,3514.47,3522.7,3481.14,430236400,616084144128,1173,738
2021-08-25,3517.92,3540.38,3540.39,3510.07,450047000,598611853312,1280,667
2021-08-26,3537.31,3501.66,3537.32,3499.45,502903100,622393491456,742,1212
2021-08-27,3494.42,3522.16,3530.19,3493.38,455345900,595518685184,825,1105
2021-08-30,3535.07,3528.15,3539.49,3512.99,512785700,699116224512,849,1119
2021-08-31,3519.02,3543.94,3543.94,3496.39,524205000,703504842752,1051,925
2021-09-01,3543.87,3567.1,3582.32,3514.67,667276300,842528980992,1049,922
2021-09-02,3559.9,3597.04,3597.37,3557.68,572684000,691113295872,1188,754
2021-09-03,3602.74,3581.73,3613.95,3569.4,614532300,743840808960,1065,891
2021-09-06,3580.14,3621.86,3626.29,3580.14,521713300,654085718016,1435,501
2021-09-07,3621.71,3676.59,3681.93,3615.14,547721800,658867945472,1358,585
2021-09-08,3673.4,3675.19,3695.32,3661,586436200,674348466176,1223,740
2021-09-09,3666.82,3693.13,3693.45,3662.16,604810300,679465451520,968,988
2021-09-10,3691.19,3703.11,3722.87,3681.64,635200400,759084613632,679,1307
2021-09-13,3699.25,3715.37,3716.83,3692.82,557484000,696192335872,1113,866
2021-09-14,3709.63,3662.6,3723.85,3655.63,564952400,693778120704,454,1548
2021-09-15,3651.16,3656.22,3677.53,3638.32,474970000,604231565312,1129,837
2021-09-16,3664.84,3607.09,3677.92,3606.73,546741500,673955315712,457,1522
2021-09-17,3595.27,3613.97,3620.96,3569.27,516850200,628834369536,837,1143
2021-09-22,3563.21,3628.49,3629.45,3560.5,472296000,559874703360,1018,961
2021-09-23,3651.27,3642.22,3670.95,3632.28,534995500,633218924544,1288,693
2021-09-24,3637.87,3613.07,3651.43,3607.79,507304700,606788583424,441,1558
2021-09-27,3625.96,3582.83,3640.81,3559.92,510802800,640673644544,423,1583
2021-09-28,3577.89,3602.22,3610.92,3568.82,444168800,500081983488,1131,850
2021-09-29,3573.52,3536.29,3573.52,3518.05,452511100,511106940928,230,1773
2021-09-30,3541.93,3568.17,3572.43,3541.93,395629600,445734715392,1622,349
2021-10-08,3609.09,3592.17,3612.55,3571.73,407161100,492964839424,1474,518
2021-10-11,3600.36,3591.71,3614.7,3586.75,394361100,468673822720,931,1011
2021-10-12,3581.3,3546.94,3583.64,3515.14,405393700,461983481856,345,1646
2021-10-13,3543.49,3561.76,3569.13,3515.65,325050600,405020016640,1126,819
2021-10-14,3555.11,3558.28,3569.69,3547.18,294969100,377519276032,1046,875
2021-10-15,3551.99,3572.37,3578.77,3542.69,320293000,425924722688,618,1352
2021-10-18,3571.05,3568.14,3571.05,3539.48,340950600,455787905024,1197,778
2021-10-19,3562.3,3593.15,3596.79,3560.62,334197600,440181522432,1060,887
2021-10-20,3583.24,3587,3596.05,3574.3,344245000,450482962432,728,1244
2021-10-21,3590.05,3594.78,3610.96,3576.35,352310800,453571674112,648,1323
2021-10-22,3594.75,3582.6,3607.58,3578.76,353157200,455441252352,592,1363
2021-10-25,3574.26,3609.86,3611.09,3564.21,321196800,443961638912,1144,827
2021-10-26,3612.83,3597.64,3625.02,3589.71,337278300,465179607040,688,1282
2021-10-27,3589.86,3562.31,3589.86,3553.13,350620900,470777790464,393,1616
2021-10-28,3548.7,3518.42,3552.04,3509.49,378171600,502982770688,460,1544
2021-10-29,3519.33,3547.34,3547.34,3502.8,358809300,527231844352,1511,496
2021-11-01,3530.4,3544.48,3556.59,3519.29,382251300,564100268032,1275,697
2021-11-02,3543.38,3505.63,3559.05,3477.66,417563100,585519464448,508,1518
2021-11-03,3501.11,3498.54,3512.61,3480.49,306607600,449115127808,1309,647
2021-11-04,3505.89,3526.87,3527.95,3503.01,319440800,468829175808,1470,495
2021-11-05,3520.21,3491.57,3525.87,3491.46,354533500,485823217664,706,1278
2021-11-08,3491.97,3498.63,3507.27,3484.24,298183700,421968084992,1142,829
2021-11-09,3507.11,3507,3514.95,3489.04,287316000,421200691200,1391,552
2021-11-10,3498.94,3492.46,3498.94,3448.44,307030700,443112751104,1125,786
2021-11-11,3486.45,3532.79,3534.2,3482.83,322087900,464803856384,1386,591
2021-11-12,3534.15,3539.1,3543.65,3527.39,308683300,443398356992,1124,820
2021-11-15,3542.9,3533.3,3550.44,3521.29,313017600,464065396736,1308,669
2021-11-16,3530.46,3521.79,3549.77,3517.81,310399900,444700786688,579,1408
2021-11-17,3518.56,3537.37,3537.51,3513.52,276735600,401552310272,1436,530
2021-11-18,3531.49,3520.71,3537.98,3513.11,312426900,432898310144,595,1388
2021-11-19,3519.28,3560.37,3561.91,3517.65,317989900,440593612800,1522,465
2021-11-22,3562.76,3582.08,3585.19,3562.75,330009300,509123395584,1037,920
2021-11-23,3580.51,3589.09,3598.37,3577.36,360011500,508083896320,1095,860
2021-11-24,3590.02,3592.7,3602.74,3575.29,336775200,481020411904,1050,897
2021-11-25,3593.39,3584.18,3597.15,3579.53,306451500,450558853120,887,1088
2021-11-26,3576.11,3564.09,3576.11,3554.88,301000000,434625249280,667,1339
2021-11-29,3528.67,3562.7,3563.68,3526.36,333618300,490038165504,683,1322
2021-11-30,3570.75,3563.89,3582.12,3546.36,349187900,493605519360,1266,710
2021-12-01,3561.89,3576.89,3576.89,3558.69,329873500,467522781184,1441,578
2021-12-02,3573.25,3573.84,3586.87,3567.14,354041500,468424818688,558,1440
2021-12-03,3576.45,3607.43,3608.47,3573.21,377551000,493565542400,1261,715
2021-12-06,3615.24,3589.31,3626.13,3586.81,418676700,528229662720,457,1556
2021-12-07,3611.22,3595.09,3614.22,3572.57,403842600,524119474176,820,1167
2021-12-08,3602.82,3637.57,3637.72,3591.99,361036600,486034341888,1420,547
2021-12-09,3641.16,3673.04,3688.4,3638.7,431918100,568529387520,1236,755
2021-12-10,3654.37,3666.35,3667.85,3651.35,419988800,556324225024,945,1041
2021-12-13,3686.94,3681.08,3708.94,3678.06,424092000,574187962368,1000,980
2021-12-14,3669.81,3661.53,3671.68,3654.66,362171900,487468531712,1000,997
2021-12-15,3655.05,3647.63,3668.4,3645.24,377477600,481134379008,916,1050
2021-12-16,3648.93,3675.02,3675.02,3644.66,381329500,465911349248,1375,606
2021-12-17,3670.26,3632.36,3673.65,3631.66,408487800,491952930816,606,1378
2021-12-20,3620.04,3593.6,3643.95,3589.36,423851400,491829002240,677,1339
2021-12-21,3591.45,3625.13,3627.09,3591.45,408184300,428379406336,1618,422
2021-12-22,3632.68,3622.62,3635.9,3616.55,394825100,432451321856,1028,979
2021-12-23,3625.47,3643.34,3643.55,3618.05,382925700,449988165632,730,1283
2021-12-24,3645.39,3618.05,3648.96,3612.07,390347600,476261154816,486,1546
2021-12-27,3613.05,3615.97,3632.19,3601.94,329235300,407482662912,1208,792
2021-12-28,3619.64,3630.11,3631.08,3607.36,316202200,408761368576,1179,832
2021-12-29,3630.92,3597,3630.92,3596.32,305131700,410425327616,837,1151
2021-12-30,3596.49,3619.19,3628.92,3595.5,307839300,413947691008,1305,658
2021-12-31,3626.24,3639.78,3642.84,3624.94,329681900,433489805312,1300,698
